"customer_id","first_name","last_name","email","num_rentals"
19,"Ruth","Martinez","ruth.martinez@sakilacustomer.org","24"
227,"Colleen","Burton","colleen.burton@sakilacustomer.org","24"
153,"Suzanne","Nichols","suzanne.nichols@sakilacustomer.org","24"
427,"Jesus","Mccartney","jesus.mccartney@sakilacustomer.org","24"
475,"Pedro","Chestnut","pedro.chestnut@sakilacustomer.org","24"
585,"Perry","Swafford","perry.swafford@sakilacustomer.org","24"
8,"Susan","Wilson","susan.wilson@sakilacustomer.org","24"
258,"Myrtle","Fleming","myrtle.fleming@sakilacustomer.org","24"
99,"Emily","Diaz","emily.diaz@sakilacustomer.org","24"
43,"Christine","Roberts","christine.roberts@sakilacustomer.org","24"
288,"Bobbie","Craig","bobbie.craig@sakilacustomer.org","24"
364,"Benjamin","Varney","benjamin.varney@sakilacustomer.org","23"
233,"Lillie","Kim","lillie.kim@sakilacustomer.org","23"
313,"Donald","Mahon","donald.mahon@sakilacustomer.org","23"
177,"Samantha","Duncan","samantha.duncan@sakilacustomer.org","23"
392,"Sean","Douglass","sean.douglass@sakilacustomer.org","23"
37,"Pamela","Baker","pamela.baker@sakilacustomer.org","23"
466,"Leo","Ebert","leo.ebert@sakilacustomer.org","23"
431,"Joel","Francisco","joel.francisco@sakilacustomer.org","23"
547,"Kurt","Emmons","kurt.emmons@sakilacustomer.org","23"
583,"Marshall","Thorn","marshall.thorn@sakilacustomer.org","23"
409,"Rodney","Moeller","rodney.moeller@sakilacustomer.org","23"
249,"Dora","Medina","dora.medina@sakilacustomer.org","23"
415,"Glenn","Pullen","glenn.pullen@sakilacustomer.org","23"
530,"Darryl","Ashcraft","darryl.ashcraft@sakilacustomer.org","23"
185,"Roberta","Harper","roberta.harper@sakilacustomer.org","23"
341,"Peter","Menard","peter.menard@sakilacustomer.org","23"
350,"Juan","Fraley","juan.fraley@sakilacustomer.org","23"
519,"Ron","Deluca","ron.deluca@sakilacustomer.org","23"
335,"Gregory","Mauldin","gregory.mauldin@sakilacustomer.org","23"
453,"Calvin","Martel","calvin.martel@sakilacustomer.org","23"
365,"Bruce","Schwarz","bruce.schwarz@sakilacustomer.org","23"
328,"Jeffrey","Spear","jeffrey.spear@sakilacustomer.org","23"
291,"Toni","Holt","toni.holt@sakilacustomer.org","23"
521,"Roland","South","roland.south@sakilacustomer.org","23"
432,"Edwin","Burk","edwin.burk@sakilacustomer.org","23"
493,"Brent","Harkins","brent.harkins@sakilacustomer.org","23"
62,"Joan","Cooper","joan.cooper@sakilacustomer.org","23"
246,"Marian","Mendoza","marian.mendoza@sakilacustomer.org","23"
76,"Irene","Price","irene.price@sakilacustomer.org","23"
106,"Connie","Wallace","connie.wallace@sakilacustomer.org","23"
192,"Laurie","Lawrence","laurie.lawrence@sakilacustomer.org","23"
85,"Anne","Powell","anne.powell@sakilacustomer.org","23"
352,"Albert","Crouse","albert.crouse@sakilacustomer.org","23"
134,"Emma","Boyd","emma.boyd@sakilacustomer.org","23"
217,"Agnes","Bishop","agnes.bishop@sakilacustomer.org","23"
437,"Randall","Neumann","randall.neumann@sakilacustomer.org","23"
311,"Paul","Trout","paul.trout@sakilacustomer.org","23"
180,"Stacy","Cunningham","stacy.cunningham@sakilacustomer.org","23"
379,"Carlos","Coughlin","carlos.coughlin@sakilacustomer.org","23"
216,"Natalie","Meyer","natalie.meyer@sakilacustomer.org","23"
345,"Carl","Artis","carl.artis@sakilacustomer.org","23"
93,"Phyllis","Foster","phyllis.foster@sakilacustomer.org","23"
9,"Margaret","Moore","margaret.moore@sakilacustomer.org","23"
183,"Ida","Andrews","ida.andrews@sakilacustomer.org","23"
184,"Vivian","Ruiz","vivian.ruiz@sakilacustomer.org","23"
252,"Mattie","Hoffman","mattie.hoffman@sakilacustomer.org","22"
325,"Timothy","Bunn","timothy.bunn@sakilacustomer.org","22"
443,"Francisco","Skidmore","francisco.skidmore@sakilacustomer.org","22"
67,"Kelly","Torres","kelly.torres@sakilacustomer.org","22"
539,"Mathew","Bolin","mathew.bolin@sakilacustomer.org","22"
68,"Nicole","Peterson","nicole.peterson@sakilacustomer.org","22"
523,"Harvey","Guajardo","harvey.guajardo@sakilacustomer.org","22"
514,"Franklin","Troutman","franklin.troutman@sakilacustomer.org","22"
169,"Erica","Matthews","erica.matthews@sakilacustomer.org","22"
367,"Adam","Gooch","adam.gooch@sakilacustomer.org","22"
598,"Wade","Delvalle","wade.delvalle@sakilacustomer.org","22"
476,"Derrick","Bourque","derrick.bourque@sakilacustomer.org","22"
4,"Barbara","Jones","barbara.jones@sakilacustomer.org","22"
65,"Rose","Howard","rose.howard@sakilacustomer.org","22"
480,"Corey","Hauser","corey.hauser@sakilacustomer.org","22"
79,"Rachel","Barnes","rachel.barnes@sakilacustomer.org","22"
440,"Bernard","Colby","bernard.colby@sakilacustomer.org","22"
578,"Willard","Lumpkin","willard.lumpkin@sakilacustomer.org","22"
189,"Loretta","Carpenter","loretta.carpenter@sakilacustomer.org","22"
394,"Chris","Brothers","chris.brothers@sakilacustomer.org","22"
247,"Stella","Moreno","stella.moreno@sakilacustomer.org","22"
543,"Lance","Pemberton","lance.pemberton@sakilacustomer.org","22"
477,"Dan","Paine","dan.paine@sakilacustomer.org","22"
430,"Ray","Houle","ray.houle@sakilacustomer.org","22"
488,"Shane","Millard","shane.millard@sakilacustomer.org","22"
22,"Laura","Rodriguez","laura.rodriguez@sakilacustomer.org","22"
55,"Doris","Reed","doris.reed@sakilacustomer.org","22"
224,"Pearl","Garza","pearl.garza@sakilacustomer.org","22"
544,"Cody","Nolen","cody.nolen@sakilacustomer.org","22"
81,"Andrea","Henderson","andrea.henderson@sakilacustomer.org","22"
143,"Leslie","Gordon","leslie.gordon@sakilacustomer.org","22"
554,"Dwayne","Olvera","dwayne.olvera@sakilacustomer.org","22"
18,"Carol","Garcia","carol.garcia@sakilacustomer.org","22"
321,"Kevin","Schuler","kevin.schuler@sakilacustomer.org","22"
47,"Frances","Parker","frances.parker@sakilacustomer.org","22"
545,"Julio","Noland","julio.noland@sakilacustomer.org","21"
556,"Armando","Gruber","armando.gruber@sakilacustomer.org","21"
501,"Ruben","Geary","ruben.geary@sakilacustomer.org","21"
429,"Frederick","Isbell","frederick.isbell@sakilacustomer.org","21"
568,"Alberto","Henning","alberto.henning@sakilacustomer.org","21"
88,"Bonnie","Hughes","bonnie.hughes@sakilacustomer.org","21"
159,"Jill","Hawkins","jill.hawkins@sakilacustomer.org","21"
399,"Danny","Isom","danny.isom@sakilacustomer.org","21"
238,"Nellie","Garrett","nellie.garrett@sakilacustomer.org","21"
33,"Anna","Hill","anna.hill@sakilacustomer.org","21"
412,"Allen","Butterfield","allen.butterfield@sakilacustomer.org","21"
401,"Tony","Carranza","tony.carranza@sakilacustomer.org","21"
17,"Donna","Thompson","donna.thompson@sakilacustomer.org","21"
413,"Marvin","Yee","marvin.yee@sakilacustomer.org","21"
358,"Samuel","Marlow","samuel.marlow@sakilacustomer.org","21"
489,"Ricardo","Meador","ricardo.meador@sakilacustomer.org","21"
505,"Rafael","Abney","rafael.abney@sakilacustomer.org","21"
552,"Hugh","Waldrop","hugh.waldrop@sakilacustomer.org","21"
174,"Yvonne","Watkins","yvonne.watkins@sakilacustomer.org","21"
222,"Delores","Hansen","delores.hansen@sakilacustomer.org","21"
118,"Kim","Cruz","kim.cruz@sakilacustomer.org","21"
301,"Robert","Baughman","robert.baughman@sakilacustomer.org","21"
94,"Norma","Gonzales","norma.gonzales@sakilacustomer.org","21"
420,"Jacob","Lance","jacob.lance@sakilacustomer.org","21"
496,"Tyler","Wren","tyler.wren@sakilacustomer.org","21"
152,"Alicia","Mills","alicia.mills@sakilacustomer.org","21"
226,"Maureen","Little","maureen.little@sakilacustomer.org","21"
165,"Lorraine","Stephens","lorraine.stephens@sakilacustomer.org","21"
310,"Daniel","Cabral","daniel.cabral@sakilacustomer.org","20"
449,"Oscar","Aquino","oscar.aquino@sakilacustomer.org","20"
272,"Kay","Caldwell","kay.caldwell@sakilacustomer.org","20"
320,"Anthony","Schwab","anthony.schwab@sakilacustomer.org","20"
191,"Jeanette","Greene","jeanette.greene@sakilacustomer.org","20"
162,"Lauren","Hudson","lauren.hudson@sakilacustomer.org","20"
203,"Tara","Ryan","tara.ryan@sakilacustomer.org","20"
509,"Raul","Fortier","raul.fortier@sakilacustomer.org","20"
402,"Luis","Yanez","luis.yanez@sakilacustomer.org","20"
250,"Jo","Fowler","jo.fowler@sakilacustomer.org","20"
428,"Herbert","Kruger","herbert.kruger@sakilacustomer.org","20"
355,"Terry","Grissom","terry.grissom@sakilacustomer.org","20"
549,"Nelson","Christenson","nelson.christenson@sakilacustomer.org","20"
567,"Alfredo","Mcadams","alfredo.mcadams@sakilacustomer.org","20"
212,"Wilma","Richards","wilma.richards@sakilacustomer.org","20"
525,"Adrian","Clary","adrian.clary@sakilacustomer.org","19"
117,"Edith","Mcdonald","edith.mcdonald@sakilacustomer.org","19"
195,"Vanessa","Sims","vanessa.sims@sakilacustomer.org","19"
599,"Austin","Cintron","austin.cintron@sakilacustomer.org","19"
548,"Allan","Cornish","allan.cornish@sakilacustomer.org","19"
370,"Wayne","Truong","wayne.truong@sakilacustomer.org","19"
378,"Eugene","Culpepper","eugene.culpepper@sakilacustomer.org","19"
395,"Johnny","Turpin","johnny.turpin@sakilacustomer.org","19"
458,"Lloyd","Dowd","lloyd.dowd@sakilacustomer.org","19"
524,"Jared","Ely","jared.ely@sakilacustomer.org","19"
478,"Lewis","Lyman","lewis.lyman@sakilacustomer.org","19"
586,"Kirk","Stclair","kirk.stclair@sakilacustomer.org","19"
70,"Christina","Ramirez","christina.ramirez@sakilacustomer.org","18"
205,"Eileen","Carr","eileen.carr@sakilacustomer.org","18"
140,"Eva","Ramos","eva.ramos@sakilacustomer.org","18"
95,"Paula","Bryant","paula.bryant@sakilacustomer.org","18"
483,"Vernon","Chapa","vernon.chapa@sakilacustomer.org","18"
353,"Jonathan","Scarborough","jonathan.scarborough@sakilacustomer.org","18"
542,"Lonnie","Tirado","lonnie.tirado@sakilacustomer.org","18"
194,"Kristen","Chavez","kristen.chavez@sakilacustomer.org","18"
255,"Irma","Pearson","irma.pearson@sakilacustomer.org","18"
218,"Vera","Mccoy","vera.mccoy@sakilacustomer.org","18"
271,"Penny","Neal","penny.neal@sakilacustomer.org","18"
97,"Annie","Russell","annie.russell@sakilacustomer.org","18"
344,"Henry","Billingsley","henry.billingsley@sakilacustomer.org","18"
124,"Sheila","Wells","sheila.wells@sakilacustomer.org","18"
48,"Ann","Evans","ann.evans@sakilacustomer.org","17"
555,"Dwight","Lombardi","dwight.lombardi@sakilacustomer.org","17"
223,"Melinda","Fernandez","melinda.fernandez@sakilacustomer.org","17"
315,"Kenneth","Gooden","kenneth.gooden@sakilacustomer.org","17"
465,"Floyd","Gandy","floyd.gandy@sakilacustomer.org","17"
398,"Antonio","Meek","antonio.meek@sakilacustomer.org","16"
492,"Lester","Kraus","lester.kraus@sakilacustomer.org","16"
164,"Joann","Gardner","joann.gardner@sakilacustomer.org","16"
464,"Jerome","Kenyon","jerome.kenyon@sakilacustomer.org","16"
136,"Anita","Morales","anita.morales@sakilacustomer.org","15"
248,"Caroline","Bowman","caroline.bowman@sakilacustomer.org","15"
61,"Katherine","Rivera","katherine.rivera@sakilacustomer.org","14"
281,"Leona","Obrien","leona.obrien@sakilacustomer.org","14"
110,"Tiffany","Jordan","tiffany.jordan@sakilacustomer.org","14"
318,"Brian","Wyman","brian.wyman@sakilacustomer.org","12"
